Word|Antonym1,Antonym2,Antonym3,Antonym4
evasion|payment
even|uneven,odd
evenly|unequally,unevenly,unevenly
evenness|unevenness,variability,unevenness
eventful|uneventful
ungulate|odd-toed
ever|never
plant|deciduous
evergreen|deciduous,deciduous
everydayness|uncommonness
evil|good,goodness,good
evilness|goodness,good
evitable|inevitable
evolution|devolution
vivo|in
exacerbate|better
exact|inexact
exacting|unfastidious
exactitude|inexactness
exactly|inexactly,imprecisely
exactness|inexactness
exaggerate|understate
exaggeration|understatement
exasperate|better
exaugural|inaugural
except|include
exchangeability|unexchangeability
exchangeable|unexchangeable,inconvertible
excitable|unexcitable
excite|calm,stifle
excited|unexcited
exciting|unexciting
excitingly|unexcitingly
exclude|include,admit
exclusion|inclusion
exclusive|inclusive
excommunicate|communicate
exculpate|convict
exculpatory|inculpatory
excusable|inexcusable
excusably|unpardonably,unforgivably,inexcusably
excusatory|unapologetic
exempt|nonexempt,taxable,enforce
exhale|inhale
exhausted|unexhausted
exhaustible|inexhaustible
exile|repatriate
existence|nonexistence,nonbeing
existent|potential,nonexistent,unreal
existing|nonexistent
exit|be
exocentric|endocentric
exocrine|endocrine
exoergic|endoergic
exogamic|autogamous,endogamous,endogamous
exogamous|autogamous,endogamous,endogamous
exogamy|endogamy
exogenic|endogenic,endogenous
exogenous|endogenic,endogenous
exon|intron
exonerate|convict
exoteric|esoteric
exothermal|endothermic
exothermic|endothermic
exotoxin|endotoxin
expand|contract
expanded|contracted
expansion|contraction
expansive|unexpansive
expatiate|contract
expatriate|repatriate
expected|unexpected
expectedness|unexpectedness
expedience|inexpediency,inexpedience
expediency|inexpediency,inexpedience
expedient|inexpedient
expediently|inexpediently
expedited|delayed
expeditiously|inefficiently
expendable|unexpendable
expenditure|income
expensive|cheap
expensively|cheaply
expensiveness|inexpensiveness
experience|inexperience
experienced|inexperienced
experient|inexperienced
witness|lay
expertly|amateurishly
expire|be
expired|unexpired
expiry|birth
explicable|inexplicable
explicit|implicit
explicitly|implicitly
explicitness|inexplicitness
explode|implode
exploited|unexploited
explorative|nonexploratory
exploratory|nonexploratory
explosive|nonexplosive
export|import
exportable|unexportable
exportation|import
expose|cover
exposit|contract
expound|contract
joy|cry
mirth|cry
express|local
expressed|implicit
expressible|inexpressible
expression|misconstruction
expressively|inexpressively
exsiccate|hydrate
extant|extinct
extended|unextended
extensible|nonextensile
extensile|nonextensile
extension|flexion
extensive|intensive
muscle|flexor
extensor|flexor
exterior|interior,inside
external|internal
externality|inwardness
externally|internally
exterritorial|territorial
extinct|active,extant
extinguish|ignite
extinguishable|inextinguishable
time|regulation
extracellular|intracellular
extramural|intramural
extraordinariness|ordinariness
extraordinary|ordinary
extrasensory|sensory
extraterritorial|territorial
extraversion|introversion,ambiversion
extraversive|ambiversive,introversive
extravert|introvert
extricable|inextricable
extrinsic|intrinsic
extrospective|introspective
extroversion|introversion,ambiversion
extroversive|ambiversive,introversive
extrovert|introvert
extroverted|introspective
extrusive|intrusive
eyed|eyeless
eyeless|eyed
fabrication|disassembly
up|avoid
face|avoid,back
faced|faceless
faceless|faced
faceted|unfaceted
factory-made|homemade
factual|de
factuality|counterfactuality
factualness|counterfactuality
facultative|obligate
out|refresh
fag|refresh
fail|pass,succeed,manage
failing|passing
failure|success,achiever
faintheartedness|stoutheartedness
faintness|stoutheartedness
ball|foul
fair|unfair,unfairly,partial,foul
fairly|unfairly,immoderately,unreasonably
fair-mindedness|unfairness
fairness|inequity,unfairness,unfairness
faithful|unfaithful
faithfully|unreliably,undependably,unfaithfully
faithfulness|unfaithfulness,infidelity
asleep|wake
back|gain,advance
behind|gain
wayside|enter
equinox|vernal
of|satisfy
fall|increase,rise,ascend,rise,ascent
fallibility|infallibility
fallible|infallible
falling|rising
FALSE|true
falsehood|truth
falseness|truth,sincerity
falsify|correct
falsity|truth
falteringly|steadily
fame|infamy
familiar|unfamiliar,strange
familiarity|unfamiliarity
famish|be
fancify|uglify
up|dress
fancy|plain
far|near
farawayness|nearness
farness|nearness
farsighted|nearsighted
farsightedness|myopia
fashionable|unfashionable,styleless
fashionably|unfashionably
lane|slow
reactor|thermal
fast|slow
fasten|unfasten
fastened|unfastened,unbuttoned,untied
fastidious|unfastidious
fastness|looseness
person|thin
fat|thin,nonfat,leanness
fatal|nonfatal
fat-free|fatty
father|female
fathomable|unfathomable
fatigue|refresh
fatless|fatty
fatness|leanness
fatso|thin
fatty|nonfat,thin
fault|merit,absolve
fauna|flora
favorable|unfavorable
favorableness|unfavorableness
favorably|unfavorably
favourable|unfavorable
favourableness|unfavorableness
favourably|unfavorably
fear|fearlessness
fearful|brave
fearfully|fearlessly
fearfulness|fearlessness
fearless|afraid
fearlessly|fearfully
fearlessness|fear,fearfulness
feasibility|infeasibility
feasibleness|infeasibility
feathered|unfeathered
featherless|feathered
feature|lack
febrile|afebrile
fecundity|infertility,fruitlessness
federal|unitary
feed|starve
feeder|distributary
feelingly|unfeelingly
felicitous|infelicitous
felicitously|infelicitously
felicitousness|infelicity
felicity|infelicity,unhappiness
aristocrat|male
child|boy,male
monarch|male
offspring|male
parent|male
person|male
sibling|male
female|androgynous,male,male
femaleness|maleness
feminine|masculine,neuter,masculine,unwomanly
feminineness|maleness
femininity|masculinity
ferned|fernless
fernless|ferned
ferny|fernless
fertile|sterile
fertility|infertility
fetch|take
feverish|afebrile
few|many
fewer|more
fewest|most
fictional|nonfictional
fidelity|unfaithfulness,infidelity
out|dress
up|dress
figurative|literal
figuratively|literally
figure|ground
in|file
out|file
filial|parental
up|empty
fill|empty
filled|unfilled
finality|inconclusiveness
financial|nonfinancial
find|lose
fine|coarse
finely|coarsely
fingered|fingerless
fingerless|fingered
finish|begin,beginning,start
finished|unfinished
finishing|start
finite|infinite
finitely|infinitely
finiteness|infiniteness
finitude|infiniteness
fire|hire
purpose|irresoluteness
firmness|irresoluteness,unsoundness,unsteadiness
light|sunset
first|middle,end,last,intermediate,second
fiscal|nonfinancial
fissile|nonfissionable,nonfissile
fissionable|nonfissionable
out|undress
fit|unfit,disagree
fitly|unsuitably,inappropriately
fitness|unfitness
fittingly|unsuitably,inappropriately
fittingness|unfitness
fix|break,unfasten
fixed|unfixed
fixedness|looseness
font|proportional
fixity|looseness,mutableness,mutability
fixture|looseness
out|wake
flashback|flash-forward
flash-forward|flashback
flat|natural,sharp,contrasty,indirectly
flat-bellied|bellied
flatten|sharpen
flatter|disparage
flattering|unflattering
flawlessness|imperfection
fledged|unfledged
fleece|undercharge
out|contract
flex|straighten,unbend
flexibility|inflexibility,intractability
flexible|uncompromising,inflexible
flexibleness|inflexibility
flexibly|inflexibly
flexile|inflexible
flexion|extension
muscle|extensor
flexor|extensor
flexure|extension
bird|carinate
float|sink
tide|ebbtide
flood|ebbtide
floored|ceilinged
flora|fauna
flowering|flowerless
flowerless|flowering
flowing|subartesian
flunk|passing,pass
it|pass
bird|ratite
focalise|blur
focalize|blur
focus|blur
focused|unfocused
focussed|unfocused
foe|friend
fogginess|sharpness,distinctness
up|unfold
fold|open,unfold
follow|predate,precede
follower|leader
following|leading
folly|wisdom
foolish|wise
foolishly|wisely
foolishness|wisdom
foot|head
footed|footless
footless|footed
good|temporarily
forbear|act
forbearance|impatience
forbid|allow,permit
back|attract
out|hire
force|push,pull
forceful|forceless
forceless|forceful
fore|aft
foredate|postdate
forego|postdate
conclusion|uncertainty
foreground|play
forehand|backhand
forehanded|backhand
foreign|domestic,native
foreigner|citizen
foreignness|nativeness
forepart|rear
foreshorten|expand
forfeit|claim
forget|remember,mind
forgetful|mindful,retentive
forgettable|unforgettable
forgivably|unpardonably,unforgivably,inexcusably
forgiving|unforgiving
forgivingly|unforgivingly
forgo|claim,postdate
formal|informal
formalise|invalidate
formalism|imitation
formality|informality
formalize|invalidate
formally|informally
formalness|informality
formed|unformed
former|latter
forrad|backward
forrard|backward
forte|piano,weak
fortify|disarm,weaken
fortissimo|pianissimo
fortuitously|unluckily,unfortunately
fortunate|unfortunate
fortunately|unluckily,unfortunately
forward|backward,reverse,backward,back,aft
forwards|backward
fossorial|cursorial
ball|fair
foul|unclog,fair
found|lost,abolish
four-footed|biped,bipedal
fraction|multiply
fractional|whole
fragrant|malodorous
frail|robust
framed|unframed
fraternal|identical,sisterly
enterprise|non-market
state|slave
free|unfree,blame,obstruct,lodge,enforce,confine,freeze,block,slave,bound
freelance|salaried
freeze|unblock,unfreeze,boil
frequent|infrequent,boycott
frequently|rarely,infrequently
water|saltwater
fresh|rotten,preserved,stale,salty
freshen|tire
freshness|staleness
freshwater|saltwater
fretted|unfretted
friend|foe
friendliness|unfriendliness
friendly|unfriendly,hostile,hostile
fright|fearlessness
frigidity|hotness
frigidness|hotness
frivolity|seriousness
frivolous|serious
frivolousness|seriousness
burner|back
end|rear
front|back,rear
frontward|backward
frontwards|backward
frozen|unfrozen
fruitful|unfruitful
fruitfully|unprofitably,fruitlessly,unproductively
fruitfulness|fruitlessness
fruitlessly|profitably,fruitfully,productively
fruitlessness|fruitfulness
fueled|unfueled
fulfil|fall
fulfill|fall
full|empty,wane,thin
fullness|emptiness
full-term|premature
full-time|part-time,half-time
fully|meagerly
function|malfunction
disorder|organic
functional|organic,nonfunctional
functioning|malfunctioning
funded|unfunded
fungibility|unexchangeability
up|break
furnished|unfurnished
furrowed|unfurrowed
fuse|defuse
future|past,present,past
futurity|past,pastness,presentness
fuzziness|sharpness,distinctness
gabled|hipped
ground|fall
gain|reduce,loss,lose,fall
gainfulness|unprofitability,unprofitableness
gallantly|unchivalrously
cell|electrolytic
garb|undress
garment|undress
garner|spread
gaseous|solid,liquid
gather|spread
gathered|ungathered,uncollected
gathering|disassembly
gaucherie|urbanity
gayly|unhappily
gazump|undercharge
geared|ungeared
agent|special
verdict|special
general|specific,local,particular,specific
generalise|specify
generalist|specialist
generality|particularity
generalize|specify
generally|narrowly,specifically
generative|consumptive
drug|brand-name
wine|varietal
generic|varietal
generosity|stinginess
generous|stingy,ungenerous
generousness|stinginess
gentleness|abruptness
genuine|counterfeit
genuineness|spuriousness
geocentric|heliocentric
geographic|magnetic
geographical|magnetic
geometrically|linearly
germfree|germy
germy|germfree
ahead|fall
along|regress
down|end,elate,raise
dressed|undress
going|stop
in|exit,pull
into|exit
off|get
on|get
out|enter,pull
over|get
of|establish
up|sit
well|get
worse|get
get|end,leave,take
get-go|middle,end
gibe|disagree
gifted|untalented
gilled|abranchiate
gill-less|branchiate
gird|disarm
girl|boy,son,male
notice|hire
off|absorb
out|absorb
suck|bottlefeed
axe|hire
sack|hire
up|resist,continue,enter,claim
give|starve,take
given|taken
ghost|be
glad|sad
gladden|sadden
glassed|unglazed
glassless|glazed
glazed|unglazed
gleefully|joylessly
glorious|inglorious
gloved|gloveless
gloveless|gloved
gluttonous|abstemious
glycerolise|deglycerolize
glycerolize|deglycerolize
gnostic|agnostic
against|keep,conform
along|discontinue
away|appear,come,arrive
down|rise,ascend,rise,float
for|refuse
forth|arrive
in|exit
into|exit
off|explode,go
on|recede,go
out|come
bed|turn
sleep|turn
to|miss
under|rise,float
up|descend,fall
with|straddle
wrong|succeed
go|no-go,be
godlessness|theism,godliness
godliness|ungodliness
condition|unfitness
egg|bad
fortune|bad
guy|bad
health|ill
humor|ill
humour|ill
luck|bad
manners|discourtesy
nature|ill
part|weak
person|bad
shape|unfitness
spirit|cacodemon
temper|ill
weather|bad
good|evil,ill,evilness,evil,badness,bad,bad
good-natured|ill-natured
good-neighborliness|unneighborliness
good-neighbourliness|unneighborliness
goodness|badness,bad,evilness,evil
govern|deregulate
grace|unseemliness
graceful|awkward
gracefully|gracelessly,ungracefully,ungraciously
gracefulness|awkwardness
gracelessly|gracefully,gracefully,graciously
gracious|ungracious
graciously|ungracefully,ungraciously
graciousness|malignancy,malignity,ungraciousness
gradual|sudden,steep
gradualness|abruptness
construction|misconstruction
grammatical|ungrammatical
grammatically|ungrammatically
larceny|petit
theft|petit
grant|deny
granter|withholder
granular|achondritic
grassless|grassy
grassy|grassless
grateful|ungrateful
gratefully|ungratefully,unappreciatively
gratify|dissatisfy
gratitude|ingratitude
gravitation|levitation
bomb|smart
gravity|levity
greased|unlubricated
greater|lesser
green|ripe
greenness|ripeness
gregarious|ungregarious
grime|clean
groomed|ungroomed
gross|net
stroke|volley
ground|figure
growing|nondevelopment
grownup|juvenile
growth|nondevelopment,decrement,decrease
grudgingly|ungrudgingly
guided|unguided
guilt|innocence
guiltiness|innocence
guiltless|guilty
guilty|innocent
gusseted|ungusseted
up|dress
gutless|gutsy
gutlessness|gutsiness
gutsiness|gutlessness
gutsy|gutless
habilitate|undress
habit-forming|nonaddictive
haired|hairless
hairiness|hairlessness
hairless|hairy
hairlessness|hairiness
hairy|hairless
half|whole
half-time|full-time
hallow|desecrate
halt|start
up|underact
ham|underact
mower|power
hand-crafted|machine-made
handed|handless
handily|inconveniently
handiness|unavailability,inaccessibility
handled|handleless
handleless|handled
handless|handed
handmade|machine-made
handwash|machine
hand-wash|machine
haploid|diploid,polyploid
haploidic|diploid,polyploid
happen|dematerialise,dematerialize
happily|unhappily,sadly
happiness|sadness,unhappiness
happy|unhappy
drug|soft
water|soft
hard|soft,voiced,soft,lightly,easy
hardball|softball
harden|soften
hardened|soft,untempered
hardhearted|softhearted
hardihood|timidity
hardiness|timidity
hardness|softness
hardware|software
harmful|harmless,advantageous,innocuous
harmfully|harmlessly
harmless|harmful,noxious
harmlessly|harmfully
harmonic|nonharmonic
harmonious|inharmonious
harmony|dissonance
harness|unharness
harsh|fine
hasten|linger
hastily|unhurriedly
hate|love
hateful|lovable
hatless|hatted
hatred|love
hatted|hatless
have|refuse,abstain,lack
hawk|dove
hawkishness|dovishness
head|tail,foot,rear
headed|headless,unheaded
headless|headed
problem|good
health|illness,unwellness
healthful|unhealthful,unsanitary
healthfulness|unhealthfulness
healthiness|ill
healthy|unfit,unhealthy
hearable|inaudible
hearing|deaf
hearten|dishearten
heartless|softhearted
up|cool
heat|anestrus,coldness,cool,cool
heat-absorbing|exothermic
heat-releasing|endothermic
heaven|Hell
heavenly|earthly
heavily|lightly
heaviness|lightness
heavy|light
heavy-duty|light-duty
heavy-footed|light-footed
heed|inattentiveness
heedful|heedless
heedfully|inadvertently,unmindfully
heedfulness|heedlessness,unmindfulness
heedless|heedful
heedlessness|attentiveness,heedfulness,mindfulness
apparent|heir
presumptive|heir
heliocentric|geocentric
hell|Heaven
helpful|unhelpful
helpfully|unhelpfully
herbivorous|omnivorous,insectivorous,carnivorous
here|there
hereafter|past
hereditarianism|environmentalism
hereness|thereness
heresy|orthodoxy
heritable|noninheritable
hesitantly|unhesitatingly
hesitatingly|unhesitatingly
fin|homocercal
heterocercal|homocercal
foot|zygodactyl
heterodactyl|zygodactyl
heterodoxy|orthodoxy
heteroecious|autoecious
heterogeneity|homogeneity
heterogeneous|homogeneous,autogenous
heterogeneousness|homogeneity
heterogenous|homogeneous,autogenous
heterologic|analogous,homologous
heterological|analogous,homologous
heterologous|autologous,homologous,analogous
heterosexual|homosexual,bisexual
heterotrophic|autotrophic
heterozygosity|homozygosity
heterozygous|homozygous
heuristic|algorithmic
hibernate|estivate,aestivate
hide|show
hie|linger
hierarchal|nonhierarchical
hierarchic|nonhierarchical
hierarchical|nonhierarchical
pressure|hypotension
explosive|low
frequency|low
pitch|low
quality|low
relief|low
sea|territorial
season|off-season
status|low
temperature|coldness
tide|low
water|low
high|low,low
up|below
higher-up|inferior
high-interest|low-interest
highland|lowland
highlight|play
highness|lowness
high-pitched|low
high-resolution|low-resolution
high-rise|low-rise
high-sudsing|low-sudsing
high-tech|low-tech
high-tension|low-tension
highwater|low
numeral|Roman
numeral|Roman
hipless|hipped
hipped|hipless,gabled
hire|fire
hired|unchartered
hirsute|hairless
hiss|applaud
historical|synchronic,ahistorical
hay|turn
sack|turn
hit|miss
hitch|unhitch
hi-tech|low-tech
hither|there
on|lose
out|surrender
up|rush
hold|disagree,let
up|estivate,aestivate
holiness|unholiness
holism|atomism
theory|atomism
holistic|atomistic
hollow|solid
hollowness|solidity,sincerity
holophytic|holozoic
holozoic|holophytic
holy|unholy
game|away
home|away
homemade|factory-made
homeopathic|allopathic
homeopathy|allopathy
homocentric|eccentric
fin|heterocercal
homocercal|heterocercal
homochromatic|polychromatic
homoecious|heteroecious
homoeopathy|allopathy
homogeneity|heterogeneity
homogeneous|heterogeneous
homogeneousness|heterogeneity
homogenise|curdle,curdle
homogenize|curdle,curdle
homogenous|heterogeneous
homologous|heterologous,autologous,analogous
homosexual|bisexual,heterosexual
homozygosity|heterozygosity
homozygous|heterozygous
honest|dishonest
honestly|dishonestly
honestness|dishonesty
honesty|dishonesty
honk|keep
honor|dishonor,disrespect
honorable|dishonest,dishonorable
honorableness|dishonorableness
honorably|dishonorably
honoring|nonobservance
honour|dishonor,disrespect
honourable|dishonorable
honourableness|dishonorableness
honourably|dishonorably
hoofed|unguiculate
hook|unhook,undercharge
hooved|unguiculate
on|hop
out|hop
hope|despair
hopeful|hopeless
hopefully|hopelessly
hopefulness|hopelessness
hopeless|hopeful
hopelessly|hopefully
hopelessness|hopefulness
horizontal|vertical,inclined
horned|hornless
hornless|horned
hospitable|inhospitable
hospitableness|inhospitableness
hospitably|inhospitably
hospitality|inhospitality
host|parasite
hostile|amicable,friendly
up|cool
war|cold
hot|cold,cold
hotfoot|linger
hotness|coldness
hubby|wife
human|nonhuman
humane|inhumane
humanely|inhumanely
humaneness|inhumaneness
humanise|dehumanize
humanize|dehumanize
humble|proud
humbleness|pride
humidify|dehumidify
humility|pride
humorless|humorous
humorlessly|humorously
humorous|humorless
humorously|humorlessly
humourless|humorous
humourlessly|humorously
humourous|humorless
hunger|be
hungry|thirsty
hurried|unhurried
hurriedly|unhurriedly
hurry|delay
hurt|be
husband|wife,waste
husbandly|wifely
up|louden
hush|louden
hydrate|dehydrate
hydrated|anhydrous
hydric|mesic,xeric
hydrogenate|dehydrogenate
hydrokinetic|hydrostatic
hydrophilic|hydrophobic
hydrophobic|hydrophilic
hydrostatic|hydrokinetic
hydrous|anhydrous
hyerbolise|understate
hygienically|unhygienically
hyperbolize|understate
hypercalcaemia|hypocalcemia
hypercalcemia|hypocalcemia
hypercapnia|hypocapnia
hypercarbia|hypocapnia
hypercatalectic|acatalectic,catalectic
hyperglycaemia|hypoglycemia
hyperglycemia|hypoglycemia
hyperkalemia|hypokalemia
hypermetropia|myopia
hypermetropy|myopia
hypernatremia|hyponatremia
hyperopia|myopia
hyperparathyroidism|hypoparathyroidism
hyperpigmentation|hypopigmentation
hyperpnea|hypopnea
hypersomnia|insomnia
hypertension|hypotension
hypertensive|hypotensive,normotensive
hyperthermia|hypothermia
hyperthermy|hypothermia
hyperthyroidism|hypothyroidism
hypertonia|hypotonicity,hypotonus,hypotonia
hypertonic|hypotonic,isotonic
hypertonicity|hypotonicity,hypotonus,hypotonia
hypertonus|hypotonicity,hypotonus,hypotonia
hypertrophied|atrophied
hypervolaemia|hypovolemia
hypervolemia|hypovolemia
hypocalcaemia|hypercalcemia
hypocalcemia|hypercalcemia
hypocapnia|hypercapnia
hypoglycaemia|hyperglycemia
hypoglycemia|hyperglycemia
hypognathous|opisthognathous
hypokalemia|hyperkalemia
hyponatremia|hypernatremia
hypoparathyroidism|hyperparathyroidism
hypopigmentation|hyperpigmentation
hypopnea|hyperpnea
hypotension|hypertension
hypotensive|normotensive,hypertensive
hypothermia|hyperthermia
hypothyroidism|hyperthyroidism
hypotonia|hypertonicity,hypertonus,hypertonia
hypotonic|hypertonic,isotonic,hypertonic
hypotonicity|hypertonicity,hypertonus,hypertonia
hypotonus|hypertonicity,hypertonus,hypertonia
hypovolaemia|hypervolemia
hypovolemia|hypervolemia
identical|fraternal
identifiable|unidentifiable
idiographic|nomothetic
idle|run,busy,work
igneous|aqueous
ignite|extinguish
ignoble|noble
ignore|know,notice
health|good
humor|good
humour|good
luck|good
nature|good
service|service
turn|service
ill|well
ill-advised|well-advised
ill-being|well-being
ill-defined|well-defined
illegal|legal
illegalise|decriminalise,decriminalize,legalize
illegality|legality
illegalize|decriminalise,decriminalize,legalize
illegally|lawfully
illegibility|legibility
illegible|legible
illegibly|legibly
illegitimacy|legitimacy
illegitimate|legitimate
illegitimately|licitly,legitimately,legitimately
ill-formed|grammatical
illiberality|liberality
illicit|licit
illicitly|lawfully,licitly,legitimately
illicitness|licitness
illiteracy|literacy
illiterate|literate
ill-natured|good-natured
illness|wellness
illogic|logicalness,logicality
illogical|logical
illogicality|logicalness,logicality
illogically|logically
illogicalness|logicalness,logicality
ill-smelling|fragrant
ill-treated|unabused
illuminating|unenlightening
imaginatively|unimaginatively
imbalance|symmetry,balance
imbalanced|balanced
imbiber|nondrinker
imitation|formalism
imitative|nonimitative,genuine,nonechoic
immanent|transeunt
immaterial|corporeal,material
immateriality|corporeality,materiality,materiality
immature|mature,ripe,fledged,old
immaturely|maturely
immatureness|maturity
immaturity|maturity
immeasurable|measurable
immeasurably|measurably
immediacy|mediacy
payment|credit
immediate|mediate
immediateness|mediacy
immensurable|measurable
immersion|emersion,egress
immigrate|emigrate
immiscible|miscible
immobile|mobile
immobilise|unblock,unfreeze
immobility|mobility
immobilize|unblock,unfreeze
immoderate|moderate
immoderately|moderately,reasonably,moderately
immoderateness|moderation
immoderation|moderation
immodest|modest
immodestly|modestly
immodesty|modesty
immoral|moral,amoral
immorality|morality
immorally|morally
immortal|mortal
immortality|mortality
immotility|motility
immovability|movableness,movability
immovableness|movableness,movability
immunity|susceptibility
immunocompetence|immunodeficiency
immunocompetent|immunodeficient
immunodeficiency|immunocompetence
immunodeficient|immunocompetent
immutability|mutableness,mutability
immutable|mutable
immutableness|mutableness,mutability
impaired|unimpaired
impalpability|palpability,tangibility
impalpable|palpable,tangible
impartial|partial,prejudiced
impartiality|partiality
impassable|passable
impatience|patience
impatient|patient
impatiently|patiently
impede|free
impenetrability|perviousness,penetrability
impenetrable|penetrable
impenitent|repentant,penitent
impenitently|repentantly,penitently
imperative|beseeching
imperceptibility|perceptibility
imperceptible|perceptible
imperceptibly|perceptibly
imperfect|perfect
imperfectibility|perfectibility
imperfection|perfection
imperfectly|perfectly
imperfectness|perfection
imperishable|perishable
impermanence|permanence
impermanency|permanence
impermanent|permanent
impermeability|permeability
impermeable|permeable
impermeableness|permeability
impermissibility|permissibility
impermissible|permissible
impermissibly|permissibly
impersonal|personal
impersonally|personally
imperviable|pervious
impervious|pervious
imperviousness|perviousness,penetrability
impiety|piety
on|miss
impious|pious
impiously|piously
impiousness|piety
implacable|placable
implausibility|plausibility
implausible|plausible
implausibleness|plausibility
implausibly|believably,credibly
implement|exempt
implemented|unenforced
implicit|explicit
implicitly|explicitly
implode|explode
impolite|polite
impolitely|courteously,politely
impoliteness|politeness
impolitic|politic
imponderable|ponderable
import|inconsequence,export
importance|unimportance
important|noncrucial,unimportant,insignificant
importation|export
imposingly|unimpressively
impossibility|possibility
impossible|possible
impossibleness|possibility
impossibly|possibly
impotence|potency,potence,power,powerfulness
impotency|potency,potence,power,powerfulness
impotent|potent
impoverish|enrich
impoverishment|wealth
impracticability|practicableness,practicability
impracticableness|practicableness,practicability
impractical|practical
impracticality|practicality
imprecate|bless
imprecise|precise
imprecisely|exactly,precisely
impreciseness|precision,preciseness
imprecision|precision,preciseness
impressible|unimpressionable
impressionable|unimpressionable
impressive|unimpressive
impressively|unimpressively
improbability|probability
improbable|probable
improbableness|probability
improbably|believably,credibly
improper|proper
improperly|properly
improperness|properness,propriety
impropriety|properness,propriety
improve|worsen
improved|unimproved
improvement|decline
improvidence|providence
improvident|provident
improvidently|providently
imprudence|prudence
imprudent|prudent
imprudently|prudently
impure|pure,clean
impureness|purity
impurity|purity
place|below
of|unawed
ears|monaurally
camera|publicly
of|con
favor|con
of|con
favour|con
general|specifically
order|improperly
hand|out
haste|unhurriedly
ear|binaurally
opposition|pro
private|publicly
public|privately
location|here
place|secondarily
main|specifically
vitro|in
vivo|in
inability|ability
inaccessibility|availability,accessibility
inaccessible|accessible
inaccuracy|accuracy
inaccurate|accurate
inaccurately|accurately
inaction|activeness,activity,action
inactivate|activate,mobilize
inactivation|activation
inactive|active,operational
inactiveness|activeness,activity,action
inactivity|activity,activeness,action
inadequacy|adequacy,sufficiency
inadequate|adequate
inadequately|adequately
inadequateness|adequacy
inadmissibility|admissibility
inadmissible|admissible
inadvertence|heedfulness,mindfulness
inadvertency|heedfulness,mindfulness
inadvertently|advertently,wittingly,knowingly
inadvisability|advisability
inadvisable|advisable
inadvisably|inexpediently
inaesthetic|aesthetic
inalienable|alienable
inalterable|alterable
inanimate|animate
inanimateness|animateness
inapplicability|applicability
inappositeness|appositeness,aptness
inappropriate|appropriate
inappropriately|appropriately,suitably
inappropriateness|appropriateness
inaptitude|aptitude
inaptness|appositeness,aptness
inarticulate|articulate
inarticulately|articulately,articulately,eloquently
inattention|attention
inattentive|attentive
inattentiveness|attentiveness
inaudibility|audibility
inaudible|audible
inaudibleness|audibility
inaudibly|audibly
inaugural|exaugural
inauspicious|auspicious
inauspiciously|propitiously,auspiciously
inauspiciousness|propitiousness,auspiciousness
in-basket|out-basket
inboard|outboard
inbred|outbred
incalculable|calculable
incapability|capability,capableness,capability
incapable|capable
incapableness|capability,capableness,capability
incapacitate|enable
incapacity|capacity
incarnate|disincarnate
incaution|caution
incautious|cautious
incautiously|carefully,cautiously
incautiousness|caution
incentive|disincentive
incertain|sure,certain
incertitude|certainty
incident|basic
incidental|basic
incisively|inexactly,imprecisely
incivility|civility
inclemency|good
inclement|clement
inclementness|good
inclination|disinclination
incline|indispose
inclined|disinclined,horizontal,vertical
include|exclude
inclusion|exclusion
inclusive|exclusive
incognizance|cognizance
incognizant|aware
incoherence|coherence
incoherency|coherence
incoherent|coherent
incoherently|coherently
incombustible|combustible
income|outgo
incoming|outgoing
incommensurate|commensurate
incommodious|commodious
incommunicative|communicative
incommutable|commutable
incomparable|comparable
incomparably|comparably
incompatibility|compatibility
incompatible|synergistic,compatible,congenial
incompatibly|compatibly
incompetence|competence
incompetency|competence
incompetent|competent
incompetently|competently
incomplete|complete
incompleteness|completeness
incomprehensibility|comprehensibility
incomprehensible|explicable,comprehensible
incomprehension|comprehension
incomprehensive|comprehensive
incompressibility|compressibility
incompressible|compressible
inconclusive|conclusive
inconclusively|conclusively
inconclusiveness|conclusiveness
incongruent|congruent
incongruity|congruousness,congruity
incongruous|congruous
incongruousness|congruousness,congruity
inconsequence|logicalness,logicality,consequence
inconsequentially|consequentially
inconsequently|consequentially
inconsiderable|considerable
inconsiderate|considerate
inconsiderately|considerately
inconsiderateness|thoughtfulness,consideration
inconsideration|thoughtfulness,consideration
inconsistency|consistency
inconsistent|consistent
inconsistently|consistently
inconsolable|consolable
inconspicuous|conspicuous
inconspicuously|conspicuously
inconspicuousness|conspicuousness
inconstancy|constancy
inconstant|constant
incontestable|contestable
incontestible|contestable
incontinent|continent
inconvenience|convenience
inconvenient|convenient
inconveniently|conveniently
inconvertibility|convertibility
inconvertible|convertible
incoordination|coordination
incorporate|disintegrate
incorporeal|corporeal
incorporeality|corporeality,materiality
incorrect|right,correct
incorrectly|right,correctly
incorrectness|correctness,rightness,correctness
incorrigible|corrigible
incorrupt|corrupt
incorruptibility|corruptibility
incorruption|corruptness
incorruptness|corruptness
increase|decrease,decrement,decrease
increased|decreased
increasing|decreasing
incredibility|credibility
incredible|credible
incredibleness|credibility
incredibly|believably,credibly
incredulous|credulous
incredulously|believingly,credulously
increment|decrement,decrease,decrease
inculpative|exculpatory
inculpatory|exculpatory
incurability|curableness,curability
incurable|curable
incurableness|curableness,curability
incurious|curious
indecency|decency
indecent|decent
indecently|decently
indecision|decision,decisiveness
indecisive|decisive
indecisively|decisively
indecisiveness|decision,decisiveness
